user_location,user_name
"ÜT:  7.764585,110.428382","liennlenna"
"A cosmic void","WallpaperRose"
"ÜT:  6.368055,106.853618","Lechy"
"ÜT:  7.268207,112.796973","nandasugesti"
"","8pmnews"
"JORD s tummy.","JJansenSupport"
"","PablinFerreira"
"YamadaLJoeKitayama","yamadakoibito"
"","RockyTopGA"
"","idiotxbeauty"
"on the high stool,supping","bootsybah"
"","mefiblue"
"","mefigreen"
"","Daddykeefy"
"Seriable.com","Seriable"
"Bij wifey @swaggirll x","MrSilvanoo"
"http://news.oxerjen.com","oxerjen"
"just a road trip away","MrBMichael"
"Everywhere yu not!","DeviousDiva22"
"","FictDaily"
"KCMO, STLMO","UpperKlass"
"","JRMOORE29"
"","KPisfocused"
"l0S ANGElES 213 BiTCH","daddykidroxx"
"","barmstrong24"
"","Saenz2010"
"","Iluschris"
"Pentagon Palace","AKasoStory"
"","Mzzzy"
"","iLUVMileyNBiebz"
"ÜT:  6.197651,106.959923","msameliahuang"
"","OMGitsPHE"
"","fredvu"
"","fallofjoey"
"Atlantars","DarkPatu"
"","Adelheidd"
"","newsiegal"
"Josh Franceschi s bed.","WhatsButter"
"The Catlina Wine Mixer","DJCox30"
"Tha Carter","juscoollikethat"
"","GeorgeChez"
"","NardzLuvzU"
"","HndaCivicForum"
"","broookkkeeee"
"","LS1Techcom"
"","topmodel29"
"In yo Fridge eatin your food","TheHechtic"
"","srbijadanas"
"WORLD BANK SAFE ROOM","icekeed"
"","BradLawless"
"","mikedtnb"
"","JDBsSweetHearts"
"215 home of the phillies","DiDoubleLenga"
"","VenaKresnan"
"","lukinals"
"ÜT:  6.240769,106.864013","revihafiz"
"Feint semblance of reality JHB","orDayned"
"ÜT:  3.653328,103.776016","belanino"
"","edechocolate"
"","salsaabil"
"","Fofiznaah"
"iPhone:  6.190233,106.762573","dickyl"
"","KIRO7RickPrice"
"In Mars,Destination the Moon","OR1G1N4L3M"
"","KingRaclynStorm"
"We Global","1tedDJ"
"Lindaland, le land de fin","lindaskye"
"Any&Everywhere","JusCaLLmeMJ"
"","dodyalva"
"","Songbirdeeee"
"Haus of Gaga, USA","KaylaC248"
"In Chevy s arms...U Mad","SheReeses"
"","Hamstirr"
"","BCrawf"
"","KKaptaINTURK"
"ÜT:  7.049284,110.430743","desysativa"
"","TayElizz"
"In the land before time.....","ComeonSon00"
"Hinamizawa","pinkxkiller"
"","AnimeShinbun"
"","beachpsalms"
"","m4wee"
"ÜT:  7.278863,112.751107","trikurniam"
"TECH NO LIMIT !!!","nickboyfilter"
"ÜT:  6.170336,106.808653","shilantach"
"","DMAILnews"
"","DMAILscitech"
"","techextant1"
"","piersbourke"
"","randjelvladimir"
"oddfuture.com","PyramidHarrold"
"Alazka with Mr.Penguin","rialinggar"
"luciama ayu lestari","luciamaayu"
"","AmrSalahElDin"
"ÜT:  6.248116,107.02261","chelvinofadina"
"BballCourt/Stage/LA","KissMyDimpless"
"Falling from the stars.","chloerawr"
"","poshbeedemie"
"","biblioca"
"Midwest Swangin","MissMiyona"
"WHERE I KNOWYOU WANNA BE","MRPP1"
"Down the Rabbit hole.","ItsCarla2U"
"Wherever life takes me","TruthAsToldByV"
"yo nigga crib!","GoogleMeBby"
"Lost in my rhymebook!","GonzoYungG"
"Where Amazing Happens.","LONGJON"
"On another planet","LadiiMowet601"
"Rosecrans hoe.","TOkCBz"
"ÜT:  5.435527,105.263496","chrizzunique"
"","psionicdreams"
"ÜT:  6.254319,106.702926","muhammadkahvy"
"Livin that Cali dream","KaylaThugsIt"
"Wherever the hell I like","DemonLord3"
"Fort Usss","donkeyysLONGg"
"Prolly with yo bitch!","TWAMPSACGOD"
"yeahhh","ThatNiggaDope"
"Bieber Land   || indonesia ||","vcvrmg"
"Dimana ada kamu disitulah aku","leonieecl"
"your bed","McEcstasy"
"","stijnmarrewijk"
"Your Boyfriends Bed(;","HerNameWasNikki"
"","JaBoyPrinceJay"
"Nipplopolous, Hairy","etHanTReMblay29"
"","dougm121"
"","ElizabethBurke"
"","sianellismartin"
"six feet under the stars","mariFUKINgarcia"
"","TargetIL"
"Get Next To Me","Zone3Brabant"
"","JeSuisAYANNA"
"Bristowlikeeeshittt.","TeeJayOD"
"","St3vi3T"
"","CharCho690907"
"562,310,818,951","LkJayare"
"","chibelllovers"
"","Daisyyychains"
"Hell on Earth","JonGotti"
"Time stops for no one...","ChristinaYang77"
"Planet Murdah, next to Mars","MallySH0Tem"
"","lata7zan"
"","rsep"
"","Jawwhn"
"","nenyezany"
"ÜT:  6.690667,106.94373","YolandaEmpel"
"relaxin w/ winnie the pooh","CHACHAtAUGHtU"
"United Queendom","NikkiiRozay"
"","NgrNewsFisher"
"","MattJLewis"
"Soviet Canukistan","snakeoilbaron"
"","xCiaoBellaaa"
"  My Verified Account","TheElleWoods"
"k town bitch.","misszpanyathong"
"Here nor There","TuneInZoneOut"
"","legioner27"
"","dollfaceDeexP"
"","chefditto"
"wherever you want me to be","Lchazeleyes"
"Walking on a dream","whoSaan"
"here chillen in UB","DaRoyalAries"
"","CupCakeLover91"
"","teek3d1"
"Oz. NSW. EC=boganland","Schmikyo"
"In the lymelite","iLovebunnay"
"outer reaches of ur mind","ChrisFua"
"","jamieroxas"
"Chitroit,Orbatron","NOSPEAKERZ"
"","sibudem"
"Our Village Earth","AdamPantouw"
"wherever Harry is","1DForEternity"
"","ElectricalNews"
"interwebz","xcjfx"
"Some Where Smokin Good =)","JustEatCookie"
"http://techding.com","techdingdotcom"
"","ajannetti21"
"","RX7Club"
"La Masion De PrimaDonna","TeFlonDoNNaMeCH"
"","zovig1994"
"","djspecialk33"
"HoustAtlantaVegas ..DMV","PetiteNPierced"
"In my own little world","ibNETTEworkin"
"where the red ferns grow","PlainPat1"
"Divaville","BellaDivaKP"
"An apartment in denial","LiciTress"
"Funcie","haleyjolove"
"","mrhuewee"
"","Yukinao6"
"Earth Mars & Pluto","ConshayRozay"
"","EricJJohnson79"
"","Iambienna20"
"ÜT:  6.158252,106.712584","GabriellaGen"
"","Hedydforyou"
"","Bevjoefan"
"ÜT:  6.201988,106.893265","azliv"
"somewhere chillin","Yallknoluce"
"","ohheybebe"
"","Qbrown70"
"","cordierocks"
"","MakiShrieks"
"KPOP WORLD.","SURINNNNNNNA"
"Walking down the 18th","IPlayGolf"
"","o0SovereignUK0o"
"A Stadium or Arena Near You","ufrsports"
"iPhone: 0.000000,0.000000","RiiaWood"
"","DaysandCounting"
"Reavis island","MrMeshack"
"","YungPaidShawdeh"
"Dreaming Of Other Lands","7500Kirsten"
"","RunMizzou11"
"","moneymaker00760"
"","yardsellrdeals"
"Tough Enough Compound","steveaustinBSR"
"mArS WiTh jIMmY nEUtRoN!!!","PreZtige"
"Young Money Land","LoveableLynn"
"ÜT:  6.946035,107.714343o","razanof"
"why you stalkin","NastashiaLee"
"dmv son...","Ricksmallz"
"LakerNation","TeeSoCrazy"
"","hisashiteacher"
"","Fortune1984"
"TIDEnation","ChOKalaTiNI"
"","lalitaamartinez"
"201.314.504.618","KITTYRANGER535"
"DREIUNDACHTZIG  CITY     o","Dinashafara"
"In my own little world.","Cyclingsi"
"","pausaurus"
"ÜT:  6.319911,106.769651","marioiyoo"
"","UncleSigFroid"
"","tomkimber1"
"","MadiesBaby524"
"Meh home :)","Pewee717"
"tre 4,da boro,b town","RIOWORLD336"
"","KelseyLeFevour"
"Saturn s Rings","AntiBarbieAJ"
"","ItsMikeyBxtchs"
"","MontJustMont"
"","tanaykut"
"","JayClutchMoorer"
"","PYTmica"
"Jail!/ atl cuhh","mfdotbmoore"
"","JayStizz133"
"","drumjourney"
"","officialhex"
"","bekkablack"
"","187cms"
"","iMDTF"
"Above Most","TeccaN9naBooty0"
"all along the eastern shores.","aurrea"
"","LTido"
"ÜT:  6.203834,106.830383","mozartius"
"","twittnetgocios"
"","KuhSharpie"
"","barboss5"
"Dongdong City, Zombie Land","yonasjoseph"
"","phillycharity"
"I m WHERE you wanna BE....","bonitamami8"
"","andrewswing"
"where you want me to be","moneelove91"
"","bigpapascottf"
"","Brynnskyler"
"  Is u eastside or what","BrozUpGeneral"
"","JBAD88"
"","TheeLolaBee"
"","HesterJedward"
"","alhabieli"
"","shelikestowrite"
"","dowant"
"","badfishin88"
"","Kathleenraawr"
"Wasting, Gas","Lamarr1FTC"
"","kRiikRiiO"
"On top that palm wine tree!","imDaveChuks"
"","cubsfan"
"IM IMPECCABLE BABY","TiTLEMiiQuEEn"
"Chasing My Dreams .","LisaMarieElite"
"","ItsManiBitches"
"WAQ ASS SA","FLYBoiSwAgg"
"","unusualyoubrit"
"","kdzwierzynski"
"","rahManiade"
"","TreyDawg48"
"","HoneySellsHomes"
"","chandlervt"
"","agenkgeng"
"Everywhere & Still Here","rnbkidd88"
"","Aiman1979"
"BFBS HQ","ForcesNews"
"Living life w @Toro8D","ComanderMcSHORT"
"","TeamBonJovi"
"","JoviLifer"
"Most likely a library.","brittnnicole"
"","cheaptires4sale"
"Planet Groove","TerronAustin"
"Just o  ow [M]e","TRUTHandEGO"
"getting my life in order..","jeannieee24"
"gotubs.com","Hieu9"
"Under your bed","snaaaz"
"","Tera00000008"
"","RivkaBelle"
"","lysdxc"
"sheher e Ghalib","ck2085"
"","fragiledesire2"
"","nmhrradb"
"","wayananggi"
"hideaway beneath the waves","yangrob"
"","genver"
"","vencut2"
"","liveleak"
"","hartig55"
"","FashionCeleb"
"","angfiex"
"","Lilhaan"
"L0S ANGELES","TaylorReneee"
"","MAHALChanny"
"Los Gangales","tunedoa"
"","prettylitlliar"
"Indy Area","vw73182"
"Somewhere by the Sea","365beautifulife"
"Straya","TheLizzyEnd"
"Emmas Pants","kmoney00"
"","diggableme"
"y0 M0mMa f00L~~","chaindawgg"
"beautiful califas","ibeaimee"
"","FajriAdilla"
"","EnoTheWonderdog"
"","Maryeook"
"","abhiqrtz"
"Houstatlantavegas","RayCo77"
"","roeel"
"iPhone: 0.000000,0.000000","veejizzle"
"","nuunurina"
"","TimAlbrechtIA"
"Precious Bahrain","Shaikhalicious"
"","emndc"
"bieberland !!","justinfreek"
"Canucks Nation","morningCola"
"","ThatGirlSOCx"
"VIP Section of Hell","TheRealKevcola"
"My room most of the time","SewGlam"
"","donald555"
"","asadonline167"
"All over Texas. srly.","StevviSerrano"
"C.A.L.I.4.N.I.A","whompwhompSTFU"
"","LonglastingJ"
"","suchitasampath"
"","bclesen"
"","Katasaurus"
"","jhwilensky"
"God knows where","PippaLikesYou"
"","TheRealPTindle"
"","tiannaclaudio"
"where my ipod is","rosaly334"
"","jillhermans"
"","sexilexii7"
"Nicki Minaj s boobs.","BiebsUnderMyBed"
"In and out of London, baby.","AdamArnold"
"Philly(uptown)","Millmattics"
"","Atomface101"
"last place you look","LittleHomo"
"Soap boxes around the world","EpDArtist"
"Dancing somehwhere,,,(:","JsbffeawdOBTRD"
"","CharlieWills11"
"TRILLVILLE","TinaDaRudeGal"
"Next to my Angel","IamJ9911"
"","HopeSchaefer"
"From my hood to yours","iWETsheets"
"","8nt2Proud2Tweet"
"","Tr3Dash"
"Parisj van java,Hindia Belanda","funM"
"","datalossstories"
"","pennyfullpantry"
"","julssrey"
"","JuuAndradeOFC"
"","icesergeant"
"","AimeeCroysdill"
"","cowboycourtney"
"i am on Mars","tashenajelani"
"Wherever my feet take me.","oneoftheherd"
"Philanthropolis","shykurtz"
"","katiemarie8596"
"","kelsisradd"
"","HannahZimmerman"
"TRAPPIN N MY TAVS....","CASHPROFIT"
"","Jillstips"
"Deep inside your mind","BrothaToTheNite"
"ÜT: 18.43802, 68.940711","juanosays"
"","MelyssaTweeting"
"","GoofieKissME"
"out thuggin","shaababy19"
"LOCATION: INTER STELLAR","FutureSoundTV"
"","ArcturusDamon"
"","ashleysciora"
"","DaProbl3mCh1ld"
"Sussex but i may be imaginary","Gidiboy"
"","iAMDarkNLovely"
"Bitch fyd me if u can#","mistingting"
"","deviantforms"
"","ICv2Feed"
"","RomanusSum"
"JAYS SKITTLE DRAW","ShanMcGuinessTW"
"Læccan","thefourpartland"
"","VidaRicci"
"on top of ur dad","diivadom01"
"ÜT:  6.275976,106.752769","noelaira"
"","naturallipretty"
"","TwackleNFL"
"","gLeeTurkey"
"","Teessaaaa"
"Foat Wuth, Tex.","usfvoodoo5"
"The Interwebs","Vinomorph"
"","Artimagination"
"","TwackleSports"
"ÜT: 10.641069, 61.464231","swannboss100"
"lookin down on you","SanaeNae"
"","Latifahsquirts"
"FreeThrow Line.","mpa1acpac"
"","KatlinMarata"
"","VonDiGGoxox"
"","monicanique"
"ÜT: EveryWhere","LmacMoThugs"
"","TracyLund"
"nunyabussiness","teslaaa"
"At my desk","rebecmurphy"
"","Solotugee"
"","idiotequed"
"","xomorrrgannnxo"
"ÜT:  6.568854,106.796901","StefieDP"
"","JacoGC"
"ÜT:  6.597622,106.793848","rezamandy"
"ÜT:  5.127411,119.415381","RafaelKusuma"
"My Avatar","kennybogopane"
"","gymrat73"
"","Sysnetgs"
"bulalakaw sa himpapawid","denyao"
"","mohamedwat"
"in your nightmares :D","xChaira"
"cLOUD 10, OH (C.O./Nati)","AvAtorHughes"
"","THEREUP"
"","slidyabby"
"","SamueLLCoolJ"
"","Trungiee"
"","DJK"
"","FRESHBOIKEV"
"","pensionsnews"
"","MikeDowns4"
"","kimmollo"
"East Landaaan","beegowri"
"over there somewhere","JeffThaGreat"
"","amyscoullerx"
"","somterf"
"","SafeRoads"
"The Squad Grouds","BigRichS"
"601 bred/VA is my residence","NiCakes"
"","EllenCYT"
"","vmps1"
"","mrtornado"
"","LowrahLee"
"","dustinbisschoff"
"ÜT:  6.138367,106.921927","aulianiarsy"
"","oke1985"
"","fisixushare"
"N 26°57  0   / E 75°47  0","firefrozen4"
"Earth... For Now","JustLeke"
"Working Hard To Get There","DeztheMan"
"","inha777"
"Omw","derra92"
"","SeanDHensley"
"","FODACorg"
"","StockPlaysOnlin"
"","TheTacticalWire"
"Six feet under the bins","AllTimeMarium"
"","MinuloveJunsu"
"ÜT: 35.041098, 78.896357","iJump910"
"ballsacks","nickbarryisdead"
"usually lost","adymunday"
"Swagapore","BieberPremiere"
"in yo bed ;)","thebieberswagg"
"GLENATEN,ALABAMA bwo BHAM","M5GL3N"
"The Academy, Gallifrey","TauMaralat"
"Dimana aj boleh :D","karkarennn"
"ÜT:  6.188067,106.909965","L333TA"
"justinbieber s heart 3","anjecka"
"","FatimaFulaij"
"IhaveEsp&YoureLuckyYouKnowMe","Tarifaa"
"","HotMiamiStyles"
"in Justin s pants.. . ;)","SexyBieberAbs"
"","brandonlmills"
"Leedz","Samantja"
"In my thoughts/In my dreams","SoAriGant"
"ÜT:  6.224116,106.808141","bogalakonpic"
"some where out there:)","OCrapImSarah"
"","bharatkumarkona"
"","Andihaq"
"","cynthiadiandra"
"SWIFTLAND","longlonglive13"
"ÜT:  7.359885,112.737032","bebbyadriana"
"","Marriotti67"
"","JoeQuestier"
"","jdruotolo"
"     !","cath3riine"
"in your mind. always. :)","duncRAWR"
"","kongawongarooga"
"between mars and venus","LOVEquanna"
"","brownleejustin"
"The Pants Party","DSexxxx"
"2 steps ahead of you","LucyBlaze"
"Toronto(YYZ)x(JFK)x(LAX)","shaqisdope"
"#WithDanKanter(:","BiEbErFeVeR06"
"","theplanes"
"","alyssaspizzirro"
"ÜT:  6.567312,106.784525","gemilangadika"
"","31stcenturyboy"
"","tashapytmack"
"","HaleyReneJacobs"
"","TrulyDoobie"
"","pattyosullivan"
"Nearest basketball court","nickTHEdon003"
"NAPTOWN&ATL","onenightonly"
"","munguia444"
"","kissjossoo"
"Las Vegassssss","Delaneydizzle"
"","nayylacious"
"detention, again","xmascigs"
"Everywhere You Go !!!","LalaGidiBoi"
"Tuckerville (UK)","MaxTucker"
"","USQ1111"
"","Barnabahh"
"","fattamixD"
"","this11"
"","ranstallard"
"","ohiyabon"
"","aEntertainment"
"WhereTheWildThingsAre.","SeanEffKennedy"
"[ closer to my dreams )","LoveHopeFaith"
"","Gezus"
"","CrysDolow"
"Sky high in the clouds","DaricoSuave"
"wherever waldo is..","malloryplaster"
"","dheanyadhea"
"The World in Tweets","NowTwitting"
"","juangab"
"ÜT:  6.948878,107.636082","diezirable"
"","infomundo"
"","ahtlam"
"ÜT:  6.887125,107.618707","udayhimself"
"","benmason"
"","franicol"
"","BloomingtonFire"
"Go Hard City","realmelodic"
"UK, Chezzy to be exact :)","Bieber1DLove"
"#FloatN On A Sea Of Green","scorpdaboy"
"Cikokol familia","fajarsotoy"
"In Ram s & Bunny s Hearts","sillijo"
"","OhYeahNadiem"
"FLYY STREET, SHOE GAME AVE","BussinTweety"
"","JuneMusicNotes"
"","AlvinNoChipmunk"
"Earth, UMAD  :)","Kiteena"
"","HElizabethXO"
"","Kippytaro"
"","BeautifullyMe"
"In the stu wit @yangyangsound","GEMINI8D"
"bornNraisedNsokillakalifornia","Dai4u13"
"Right place Right time","GimmieKemmie"
"SHINING SHINee World","shengalina97"
"","YeaDatsScoot"
"","howtogeeknews"
"somewhere cozy","simjodi"
"new zee zee","Beeburr"
"In Suspended Animation","eclectik"
"","kaderroberts"
"The North Pole. HAH.","FIONA29"
"","uchechijide"
"","SatanWasMyPimp"
"ÜT:  7.93415,112.601904","SirEdwin"
"Viet Fuckin Nam","thehulkamania"
"studying crackheads","chickenNbitches"
"","YOKryp2nyte"
"Shadowsong/Wyrmrest Accord","MaeliNexi"
"To do list.","iSellyJelly"
"","PRincessMiche"
"La Palace Al Aweer.","Saviola66"
"ÜT:  6.180453,106.71983","NuzulTriawan"
"","HomeFilmSchool"
"Jersey Girl     @ westga","imaDAWL"
"ÜT:  6.87781,107.587284","deaivory"
"","MckenzieJay"
"","TheHundredss9"
"","justbeingsteve"
"","Habibi313"
"","Phoenixplumes"
"life is a big holiday","JuniorKaffo"
"ÜT:  6.23108,106.906404","bowobaghaskara"
"","rendysendy"
"houstatlantavegas","bangbangbxtch"
"","ChiquitaK1975"
"","sectionarticle"
"Backstroking in champagne.","akaRayWest"
"ÜT: 0.0,0.0","AYFH"
"Dans le nord du 450","Obstineuse"
"","treceytree"
"","WanaBProv31"
"Endonappylust","ItsLikeTandy"
"","moncarmel"
"on www.shopnastygal.com","NHAUTECOUTURE"
"","WCrossAnoka"
"OPKS","karatikki"
"A patch of urban eden.","MarijaynSays"
"","MayolaSchneeber"
"MKE/ DAB","SmurfTastiic"
"4frm UMES~~to: Trinity{DC}","ellerads"
"","phaiiiiiiiiiiii"
"Jennah AL Aziz, Inshallah","JIHADALKABEER"
"","tpdbx"
"ÜT:  6.226989,106.617626","puputdputri"
"","rinatney"
"","gabrielsond"
"Any Giraffe Around ;)","AndyBVBsGiraffe"
"Africa My heaven, RSA","MashayabhuqeG4"
"dihatimu aje deh .","iichaapf"
"ÜT:  6.186356,106.77865","tommypanji"
"Vanilla Twilight","tinjupegasus"
"ÜT:  6.226172,106.947094","senarsyd"
"Everywhere I Wish =]","ChellArchie"
"","Phireside"
"ÜT:  6.282359,107.168195","felysianurul"
"","KGertsen"
"Swagging with Justin","BieberNaps"
"","postpainting"
"40°44 54.36 N 73°59 8.5 W","Tonershawty"
"  Outerspace, Earth.","vanillabiscuits"
"","BestBlogPosts"
"","IggyMeansHeroin"
"atl babyyy","dschweinbeck"
"","PrettyGurlAlex"
"follow me n find out ;)","CynthiaRickys37"
"","WNDUDesk"
"","dannyscherer"
"","wtlistings"
"","TheBiebernator1"
"","juandeep1911"
"Last house on the left","LadyNatz345"
"","oraleb"
"ÜT: 10.476583, 66.95235","annagvr"
"","mazdamotor"
"","kirstylynnkelly"
"Virtual Tonga","planettonga"
"","NewAndroidApps"
"Super Junior s backstage","felysoo"
"WhereTheWildThingsAre","LoSocialite"
"","AITNews"
"","prophecydude1"
"","muhammaghani"
"beatn my tweet!","gradellz"
"","xellielliellie"
"","saadmirna"
"Aint no tellin","IGoGreene"
"With my bestfriend Mariah",3232113
"","sexciifabby08"
"","Grimsley02"
"Under A Stealth Box","Diggstradamus"
"","bluesunbelt"
"Pretty Girl, World","PrettyTwiggy"
"","AmandaOnlyone"
"","rahulnayee"
"","jhf5"
"","JelleGustav"
"","janakanthablog"
"In Your Closet","BrieeTooCool"
"hotel yorba","MyFlashDelirium"
"","LaurenChoco"
"","SituationReport"
"","BIGLEE97"
"Always flying somewhere","BritSHARDAE"
"","esuttie369"
"ÜT:  6.16774,106.767672","juliatamiishak"
"Deep in the grace of God","UNfamiliarLove"
"","NoHeartNoTrust"
"Always on the move..","AngelSupastar"
"","TianaRaymond"
"","itsbrittneyYUP"
"","shifaa786"
"Swagsville","BigDash3x"
"","HaleyAHart"
"Having Adventure Time ;)","MiJoi"
"Calibby(;","slove19"
"Bikini Bottom. Jealous","jbiebzroks"
"","arentweclever"
"","ShirleyCee"
"","RavenLejai"
"","Leviner86"
"","PrettyassAsiaD"
"","hollyholl"
"","DanMcCain"
"Where There s Smoke","DJDevinstation"
"","VanessaVazquez"
"","ladygom"
"Hunnit Block","GospelRell"
"","frilldora"
"aka SpongeBob","NinoESPN"
"Far Beyond The clouds","nevaeh816"
"Right behind you. Nice Ass!","AssGazer"
"           .","BieberUSAFever"
"In the World but not of it","Bernieism"
"Where magic happens.","Christianity"
"","JayyDuhhhhh"
"","jabbaBrim"
"","iamkylej"
"L.A. Baby,Bieberworld","ThatsSoJober"
"","NicolleDuke"
"","MrsIpstenu"
"Somewhere in Wonderland","xCelinaLuvzJDB"
"OUT OF THiS WORlD HOE. =)","ashmoceo"
"","MoReyes"
"","irenyofirene"
"Nerds Eye View","TheLastJ"
"","Shuyinisawesome"
"","apiwmunks"
"Milky Way Galaxy","Ohayabieber"
"Where I want to be","83prototype"
110111001101111,"DragonYeti"
"","DawnRaeMiller"
"My Retro Jordans.","McFlyDelFresco"
"Netherlands, home by the sea","Tiuri503"
"","PimpMastaBex"
"High Standards","CaptainPopSet"
"Wherever life takes Visa","Jorgeeliasmusa"
"","OneLiberalGirl"
"","narciscalvet"
"","ReadyAyeReady"
"Mizzippi!","TraceOverlook"
"","iflynavyrss"
"With the wolfpack","Nessaissofresha"
"Norn Iron.","emilyforan"
"ÜT:  6.214363,106.855739","RifqiTySam"
"In A Musical Asylum","CamboOnlySound"
"New Jersey...where else","joannakmc"
"","JaeB"
"WHERE DA MONEY AT ZOECOUNTY","AIRMAXKIDD"
"","NatyCMatos"
"Everywhere you are...","TheJeffinator"
"ÜT:  6.198713,106.659674","amandaeref"
"","DeeCoded"
"In biebs heart","keshhhhha"
"Prolly right beside you","CHERRYPAKSHAWTY"
"","dahnigrrrrl"
"","bethlovejedward"
"","JanaCorrie"
"","RayFryer"
"My Good Ol Kentucky Home","NeeezyBabee"
"","ChicagoWinds"
"","jacquin17"
"","mascharf"
"","NiqDDiq"
"around the world and back.","toky0martian"
"MONEAKS LAND BYOTCH","PEACELoveKIMBRO"
"Outchea, USA","CrashSkywalker"
"Iwishanigga Woods","PaperPurpNpussy"
"","thatsprofound"
"","AnniaOdile"
"","AubreyX2"
"","alisonmanner"
"somewhere grabbin  ass","CaliforNayy"
"","iknbrgr"
"","fxtommy"
"","AlwaysReading"
"ÜT:  6.907786,107.608759","novitaarimbawa"
"","Paomeister"
"twitter paradise","svabsays"
"","Storyful"
"United of Bieber","callistarawr"
"Watch your fridge!","RizkyNasution"
"","ITPCglobal"
"WSSU... jus coolin.","NotUrAvrgNikki"
"smoking mary wit monroe!","imustbeESCObars"
"","lindieface"
"Minnesnowta","blondiechic0"
"en la lleca","stephskyhigh"
"","yjewelry"
"KGN, JA   MoBay JA.","NixxNaxx"
"Luhlvulle Kae Why","MsKaeBoo"
"iPhone: 0.000000,0.000000","machoTITO1"
"","lilcherrie"
"","Pappolis"
"","MeganMartinez93"
"With Justin Bieber ;)","May2ndBIEBER"
"","Liftedhooligan"
"","DaPhireMan"
"Behind You :)","NayLovesStripes"
"","theLondonLink1"
"somewhere in time&space","Partyspacer"
"","Music33me"
"","LoluEK"
"","Rexanee"
"ÜT:  6.258509,106.859243","dennyintimider"
"","Mirchi9"
"","stephaniekutny"
"","GarrettTP"
"","kaygeeuk"
"Where you tryna be","DRiles"
"","dragus1913"
"Shady s bed ;) u mad","Eminemma321"
"","AstoldbySua"
"born NY,live C A L I bby! [=","lEXXISvT18"
"336, 704,","CLoud94EveR"
"Da City;; 704   We Da Best","HerKiCKzFlyy"
"34° 4  52  N,118° 10  36.98  W","ELHUEV0"
"","Mogga16"
"EveryWhere u Need 2 Be","PoloP15"
"ÜT: 34.79313, 77.372988","TRANQUILITY9"
"where they make gumbo at","iAmEyeKandee"
"","mediachristian4"
"","missglamaras"
"Qatar oh beautiful Qatar  .","maithany"
"dihati mama","lediw"
"","FLchick0303"
"HollyRouge","BaDAxS"
"Gosnold In  Alchemy","curgalff"
"","lelaoztrk"
"","XtinaAJ"
"36states Of somewhere","Ifelonge"
"","sportschamps"
"","KyleTexas"
"on the ground pounding","brboent"
"hiding in your cupboard o.O","magicChick7"
"","footballfeast"
"","BelieberIsland6"
"Nation of pinkslam","TeamMinajtx"
"","dramebaaz"
"","JavaJayCH"
"","NikkiWinsDuhh"
"","IsraelDrive"
"","heartosky"
"","arsetyoandra"
"iRUN.ATL","iAMPRiNCETON"
"ÜT:  6.327368,106.857169","tutituit"
"following god","ndySOunchained"
"ÜT:  6.310441,106.794912","lookmanhadi"
"","blunatique"
"fuckingham palace.","andeinerseite"
"ÜT:  6.257195,106.808779","zennysatriano"
"","NisahSayangKamu"
"your doormat","deasusilo"
"","ashtynmckenzie"
"","HaideeGrant"
"Planet Jedward","EllieFletch"
"7sixohh","IceSmokeAlota"
"Pinkland","thickinpink"
"#DMV baby!","kshortyy"
"","ThatGuyJC"
"","DemiseDemise"
"","LEaguEOfHisOwN"
"","SomeBloom"
"six 1 faux, biiitch!","alyssasamazing"
"","itssdiana"
"","twixierobinson"
"N 35°1  0   / W 80°58  0","laxdadcrutch"
"poluting areas","MaryJaneLovee"
"in your thoughts","xlovelydreax"
"","JuicyBoutin"
"BCKzooMSU","WhoTheCuss"
"","lizzypilcher"
"","jeddybernales"
"schizocosmos","667m"
"HoustonLantaFortWayne","JMoney24314"
"","WhatsHotTopics"
"Bieberworld","MarthineBieber"
"Wad Zitto Ya","SillyAzi"
"Between Venus & Mars","JodygoneBwell"
"your mum s pants.","voiceout"
"","curiositiesnow"
"In a pair of Air Jordan s","FlyKicksCecil"
"","MilaAnoek"
"Don t mess with Texas!","fafinetteXO"
"","BamaAlum97"
"Narpas","frankskye"
"#MiamiLove","AdRianneAdGe"
"","immattcore"
"","ToniDwan"
"Interwebs","thelibrarynews"
"Hell de Janeiro","LizzTizz"
"Somewhere out there.","xmorgobruno"
"","arod714"
"","GreensboroLife"
"Str8 out my mama belly","SeeMore2BeMore"
"Radiohead","Manders501"
"","Gynagreen18"
"sville dubv","h3athcliffL4L"
"hell on earth","AlexGraves1985"
"","MsAwe"
"Lost In the Supermarket","DryVic"
"W/ YO DADDY","Jazminewithaz"
"Wonderland, far far away.","prettyscars"
"Madaraki Mansion","nadealtair"
"","kureiayui"
"","WrestlinDiamond"
"51°30 35.68N,  0° 7 51.63W","rupinjapan"
"Where everybody knows ur name","jsabrins"
"ÜT:  6.199672,106.886631","gounzeau"
"","bodieeen"
"in dee ahhh :)","LilPino24"
"","PhillyHyman"
"Where you least expect me","Chaelu"
"","isaaclovesmusic"
"","gitasihite"
"","ShelbiSullivan"
"http://yellowgrapes.tumblr.com","misboxie"
"ÜT:  6.25712,106.937473","indhitamelia"
" OnTheCloudsWithTheStars","Epihk"
"Provonot P Town or The 801.","gimgimno"
"","jabzbunz"
"Right where you want me","cksetiawan"
"ÜT:  6.200614,106.792116","imamcharomaen"
